Time,bit-x,cex.io,coinbase,exmo,gemini,hitbtc,itbit,kraken,others,therocktrading
2013-11-09 00:00:00 UTC,,,,,,,,,367.6311459175912,336.111111111111
2013-11-10 00:00:00 UTC,,,,,,,,,306.1138905519036,317.216666666667
2013-11-11 00:00:00 UTC,,,,,,,339.645104232804,,335.28818753051104,300.0
2013-11-12 00:00:00 UTC,,,,,,,347.613218333333,,355.91858148838827,344.066666666667
2013-11-13 00:00:00 UTC,,,,,,,379.994352777778,,380.43406182455806,369.111111111111
2013-11-14 00:00:00 UTC,,,,,,,409.728160056818,,435.26611510119443,401.0
2013-11-15 00:00:00 UTC,,,,,,,423.697245653595,,417.1352680822885,415.0
2013-11-16 00:00:00 UTC,,,,,,,425.267928888889,,429.35150180497914,413.333333333333
2013-11-17 00:00:00 UTC,,,,,,,456.936286111111,,469.33651401451317,430.0
2013-11-18 00:00:00 UTC,,,,,,,520.39345275,,574.2994602361651,555.625
2013-11-19 00:00:00 UTC,,,,,,,612.988279553571,,668.6012386840636,485.0
2013-11-20 00:00:00 UTC,,,,,,,494.049980208333,,540.2074210050927,455.0
2013-11-21 00:00:00 UTC,,,,,,,632.294852083333,,657.7294927020056,585.0
2013-11-22 00:00:00 UTC,,,,,,,720.149221777778,,736.9620154896459,713.333333333333
2013-11-23 00:00:00 UTC,,,,,,,810.517940277778,,827.8742992314279,745.0
2013-11-24 00:00:00 UTC,,,,,,,787.027733333333,,732.6242078496705,747.5
2013-11-25 00:00:00 UTC,,,,,,,786.57052,,802.0742016872786,705.522222222222
2013-11-26 00:00:00 UTC,,,,,,,809.903743253968,,846.9221953727089,784.166666666667
2013-11-27 00:00:00 UTC,,,,,,,905.788570756302,,937.4334278224713,860.0
2013-11-28 00:00:00 UTC,,,,,,,985.981308008658,,1007.1221782399995,945.0
2013-11-29 00:00:00 UTC,,,,,,,1078.79950249183,,1068.3152798399235,979.583333333333
2013-11-30 00:00:00 UTC,,,,,,,1113.0541625,,1134.424066219767,1125.0
2013-12-01 00:00:00 UTC,,,,,,,952.0205,,1001.8000419526086,860.0
2013-12-02 00:00:00 UTC,,,,,,,998.378432407407,,969.6078505315639,1099.995
2013-12-03 00:00:00 UTC,,,,,,,1047.9751,,1045.6936989934247,1035.0
2013-12-04 00:00:00 UTC,,,,,,,1123.36258,,1087.3612621256084,1001.45833333333
2013-12-05 00:00:00 UTC,,,,,,,1030.86311329004,,1034.1629351750275,1000.0
2013-12-06 00:00:00 UTC,,,,,,,946.273006375228,,933.016521743794,928.333333333333
2013-12-07 00:00:00 UTC,,,,,,,802.644780078822,,742.2685580890147,777.5
2013-12-08 00:00:00 UTC,,,,,,,717.073428,,767.41087485201,686.666666666667
2013-12-09 00:00:00 UTC,,,,,,,916.308517051282,,869.5392341914752,782.3
2013-12-10 00:00:00 UTC,,,,,,,990.46598939394,,938.7759217978793,913.75
2013-12-11 00:00:00 UTC,,,,,,,950.398437271062,,914.3739383886658,887.5
2013-12-12 00:00:00 UTC,,,,,,,897.985406666667,,872.5284083070001,832.5
2013-12-13 00:00:00 UTC,,,,,,,930.0480136,,885.1236777842307,858.333333333333
2013-12-14 00:00:00 UTC,,,,,,,896.82350625,,874.1158356813454,842.5
2013-12-15 00:00:00 UTC,,,,,,,870.155358333333,,757.6390312308376,840.75
2013-12-16 00:00:00 UTC,,,,,,,808.01524816141,,795.5859477156262,791.25
2013-12-17 00:00:00 UTC,,,,,,,702.976697153439,,693.0599293641682,733.0
2013-12-18 00:00:00 UTC,,,,,,,574.988724062626,,554.0541153016111,582.083333333333
2013-12-19 00:00:00 UTC,,,,,,,631.571610543683,,621.9271060675666,651.45
2013-12-20 00:00:00 UTC,,,,,,,679.664095789338,,676.8122856939742,636.166666666667
2013-12-21 00:00:00 UTC,,,,,,,620.625778192935,,619.6619115585974,612.75
2013-12-22 00:00:00 UTC,,,,,,,638.984576458333,,631.8236107014882,594.25
2013-12-23 00:00:00 UTC,,,,,,,644.546001587302,,638.3320396971741,659.0
2013-12-24 00:00:00 UTC,,,,,,,653.327511428571,,658.8527853177044,659.5
2013-12-25 00:00:00 UTC,,,,,,,,,663.8618195995754,645.495
